"hgnc_symbol","hgnc_id","go_name","go_id","go_domain","ncon_gene","ncon_go","global_padj","gene_padj","pval","sim","sem_sim","cilow_global_padj","ciupp_global_padj","cilow_gene_padj","ciupp_gene_padj","cilow_pval","ciupp_pval"
"ATP5MC1",841,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","GO:0000276","cellular component",33,6,0.04859,0.01059,0.006352,0.9131,0.001854,0.04588,0.05145,0.009998,0.01121,0.005999,0.006725
"ATP5MC2",842,"proton-transporting ATP synthase complex, coupling factor F(o)","GO:0045263","cellular component",25,7,0.04859,0.006897,0.004777,0.9437,0.01106,0.04588,0.05145,0.005803,0.008197,0.003783,0.006032
"ATP5MC2",842,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","GO:0000276","cellular component",25,6,0.04859,0.006897,0.004996,0.9377,0.006355,0.04588,0.05145,0.005803,0.008197,0.004405,0.005665
"ATP5MC3",843,"proton-transporting ATP synthase complex, coupling factor F(o)","GO:0045263","cellular component",25,7,0.04859,0.005336,0.0048,0.9429,0.009818,0.04588,0.05145,0.004661,0.006107,0.003923,0.005873
"ATP5MC3",843,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","GO:0000276","cellular component",25,6,0.04859,0.005336,0.005282,0.9313,0.006013,0.04588,0.05145,0.004661,0.006107,0.004675,0.005968
"ATP5ME",846,"mitochondrial proton-transporting ATP synthase complex","GO:0005753","cellular component",28,10,0.04859,0.008419,0.003579,0.9694,0.003705,0.04588,0.05145,0.007731,0.009168,0.003092,0.004142
"ATP6V1B2",854,"lysosomal membrane","GO:0005765","cellular component",46,36,0.04859,0.01266,0.004434,0.9521,0.0006225,0.04588,0.05145,0.01189,0.01348,0.004391,0.004477
"ATP6V1B2",854,"apical plasma membrane","GO:0016324","cellular component",46,16,0.04859,0.01266,0.005695,0.9226,0.001704,0.04588,0.05145,0.01189,0.01348,0.005462,0.005938
"ATP6V1B2",854,"vacuolar proton-transporting V-type ATPase, V1 domain","GO:0000221","cellular component",46,5,0.04859,0.01266,0.006358,0.9133,0.003014,0.04588,0.05145,0.01189,0.01348,0.005801,0.006967
"ATP6V0C",855,"lysosomal membrane","GO:0005765","cellular component",32,36,0.04859,0.03012,0.005722,0.9226,0.003781,0.04588,0.05145,0.02377,0.03817,0.00525,0.006236
"ATP6V1C1",856,"lysosomal membrane","GO:0005765","cellular component",50,36,0.04859,0.01566,0.005092,0.9353,0.0008236,0.04588,0.05145,0.01338,0.01833,0.00502,0.005165
"ATP6V1C1",856,"vacuolar proton-transporting V-type ATPase, V1 domain","GO:0000221","cellular component",50,5,0.04859,0.01566,0.006265,0.9148,0.005327,0.04588,0.05145,0.01338,0.01833,0.005352,0.007333
"ATP6V1E1",857,"vacuolar proton-transporting V-type ATPase, V1 domain","GO:0000221","cellular component",31,5,0.04859,0.01704,0.004883,0.9416,0.0106,0.04588,0.05145,0.01519,0.01912,0.003902,0.006109
"ATP6V1E1",857,"lysosomal membrane","GO:0005765","cellular component",31,36,0.04859,0.01704,0.007505,0.9013,0.01282,0.04588,0.05145,0.01519,0.01912,0.00523,0.01077
"ATP5PO",850,"mitochondrial proton-transporting ATP synthase complex","GO:0005753","cellular component",57,10,0.04859,0.009192,0.004236,0.9576,0.001476,0.04588,0.05145,0.007851,0.01076,0.004104,0.004372
"ATP5PO",850,"mitochondrial proton-transporting ATP synthase, stator stalk","GO:0000274","cellular component",57,4,0.04859,0.009192,0.004716,0.945,0.000908,0.04588,0.05145,0.007851,0.01076,0.00463,0.004804
"ATP5PO",850,"proton-transporting ATP synthase complex, catalytic core F(1)","GO:0045261","cellular component",57,6,0.04859,0.009192,0.005577,0.9252,0.004518,0.04588,0.05145,0.007851,0.01076,0.005071,0.006133
"BTF3",1125,"nascent polypeptide-associated complex","GO:0005854","cellular component",14,2,0.04859,0.02035,0.004091,0.9602,0.003724,0.04588,0.05145,0.01825,0.0227,0.003704,0.004519
"TMEM258",1164,"membrane-bounded organelle","GO:0043227","cellular component",12,7,0.04859,0.01904,0.004379,0.9528,0.005404,0.04588,0.05145,0.01272,0.02851,0.003881,0.00494
"CCNB1",1579,"cyclin B1-CDK1 complex","GO:0097125","cellular component",86,2,0.04859,0.01993,0.004409,0.9529,0.001549,0.04588,0.05145,0.01724,0.02304,0.004284,0.004537
"CCNB1",1579,"outer kinetochore","GO:0000940","cellular component",86,3,0.04859,0.01993,0.005874,0.9201,0.003303,0.04588,0.05145,0.01724,0.02304,0.005371,0.006424
"CCNB1",1579,"centrosome","GO:0005813","cellular component",86,65,0.04859,0.01993,0.008679,0.8886,0.005777,0.04588,0.05145,0.01724,0.02304,0.007282,0.01034
"CD9",1709,"extracellular vesicle","GO:1903561","cellular component",31,12,0.04859,0.0219,0.003591,0.9699,0.002689,0.04588,0.05145,0.01758,0.02729,0.003218,0.004008
"CD9",1709,"integral component of plasma membrane","GO:0005887","cellular component",31,35,0.04859,0.0219,0.005832,0.9216,0.006335,0.04588,0.05145,0.01758,0.02729,0.005044,0.006743
"CDC5L",1743,"nuclear speck","GO:0016607","cellular component",240,57,0.04859,0.0244,0.003523,0.971,0.002422,0.04588,0.05145,0.02094,0.02843,0.003172,0.003912
"CDC5L",1743,"nucleus","GO:0005634","cellular component",240,496,0.04859,0.0244,0.004934,0.9394,0.004264,0.04588,0.05145,0.02094,0.02843,0.004536,0.005367
"CDC5L",1743,"nucleoplasm","GO:0005654","cellular component",240,386,0.04859,0.0244,0.005294,0.9311,0.00468,0.04588,0.05145,0.02094,0.02843,0.004798,0.005842
"AP2M1",564,"clathrin-coated pit","GO:0005905","cellular component",83,5,0.04859,0.02451,0.006217,0.9159,0.005866,0.04588,0.05145,0.02024,0.02968,0.005316,0.007271
"AP3S1",2013,"AP-3 adaptor complex","GO:0030123","cellular component",23,3,0.04859,0.01782,0.007762,0.8976,0.005962,0.04588,0.05145,0.01385,0.02294,0.006447,0.009345
"CLTA",2090,"clathrin coat","GO:0030118","cellular component",63,4,0.04859,0.01352,0.005667,0.923,0.00146,0.04588,0.05145,0.01216,0.01503,0.005476,0.005864
"CLTA",2090,"synaptic vesicle membrane","GO:0030672","cellular component",63,3,0.04859,0.01352,0.005932,0.9202,0.00652,0.04588,0.05145,0.01216,0.01503,0.005071,0.006941
"CLTA",2090,"postsynaptic endocytic zone cytoplasmic component","GO:0099631","cellular component",63,3,0.04859,0.01352,0.006077,0.9194,0.0111,0.04588,0.05145,0.01216,0.01503,0.004503,0.0082
"CLTA",2090,"clathrin vesicle coat","GO:0030125","cellular component",63,8,0.04859,0.01352,0.006536,0.9113,0.003055,0.04588,0.05145,0.01216,0.01503,0.00593,0.007205
"CLTB",2091,"postsynaptic endocytic zone cytoplasmic component","GO:0099631","cellular component",60,3,0.04859,0.01463,0.005642,0.9246,0.005232,0.04588,0.05145,0.01117,0.01917,0.004943,0.006439
"CLTB",2091,"synaptic vesicle membrane","GO:0030672","cellular component",60,3,0.04859,0.01463,0.006275,0.9166,0.01235,0.04588,0.05145,0.01117,0.01917,0.004514,0.008725
"CLTB",2091,"clathrin vesicle coat","GO:0030125","cellular component",60,8,0.04859,0.01463,0.007153,0.9041,0.01019,0.04588,0.05145,0.01117,0.01917,0.005287,0.009678
"COL4A1",2202,"extracellular matrix","GO:0031012","cellular component",34,14,0.04859,0.03204,0.008265,0.8924,0.0081,0.04588,0.05145,0.02142,0.04792,0.006448,0.01059
"COL4A2",2203,"extracellular matrix","GO:0031012","cellular component",30,14,0.04859,0.02824,0.007351,0.9018,0.006054,0.04588,0.05145,0.01981,0.04025,0.006105,0.00885
"COPA",2230,"COPI vesicle coat","GO:0030126","cellular component",56,3,0.04859,0.0261,0.005334,0.9302,0.004465,0.04588,0.05145,0.02373,0.0287,0.004853,0.005864
"COX4I1",2265,"mitochondrial respiratory chain complex IV","GO:0005751","cellular component",62,8,0.04859,0.01127,0.004703,0.9451,0.004668,0.04588,0.05145,0.01081,0.01176,0.004292,0.005152
"COX4I1",2265,"mitochondrion","GO:0005739","cellular component",62,177,0.04859,0.01127,0.005026,0.9371,0.007923,0.04588,0.05145,0.01081,0.01176,0.004305,0.005869
"COX5B",2269,"mitochondrion","GO:0005739","cellular component",27,177,0.04859,0.01008,0.0062,0.9181,0.01283,0.04588,0.05145,0.00842,0.01206,0.00451,0.008524
"COX6A1",2277,"mitochondrial respiratory chain complex IV","GO:0005751","cellular component",21,8,0.04859,0.01281,0.003172,0.9756,0.0009643,0.04588,0.05145,0.008958,0.01831,0.002953,0.003408
"COX6C",2285,"mitochondrion","GO:0005739","cellular component",25,177,0.04859,0.0133,0.006652,0.9103,0.008439,0.04588,0.05145,0.01044,0.01695,0.005222,0.008473
"CTNNA1",2509,"cell-cell junction","GO:0005911","cellular component",61,24,0.04859,0.03477,0.005061,0.9374,0.01463,0.04588,0.05145,0.02263,0.05342,0.003549,0.007215
"CYC1",2579,"mitochondrial respiratory chain complex III","GO:0005750","cellular component",42,8,0.04859,0.0134,0.004501,0.9503,0.004779,0.04588,0.05145,0.01065,0.01687,0.004081,0.004964
"CYC1",2579,"mitochondrion","GO:0005739","cellular component",42,177,0.04859,0.01383,0.006915,0.9075,0.00966,0.04588,0.05145,0.01047,0.01827,0.005234,0.009136
"DHX8",2749,"catalytic step 2 spliceosome","GO:0071013","cellular component",89,30,0.04859,0.01998,0.004613,0.9474,0.004146,0.04588,0.05145,0.01936,0.02063,0.004246,0.005013
"DHX8",2749,"U2-type catalytic step 2 spliceosome","GO:0071007","cellular component",89,13,0.04859,0.01998,0.004832,0.9419,0.004552,0.04588,0.05145,0.01936,0.02063,0.004412,0.005293
"DHX15",2738,"U12-type spliceosomal complex","GO:0005689","cellular component",125,20,0.04859,0.01277,0.006035,0.9176,0.003778,0.04588,0.05145,0.01194,0.01365,0.005411,0.00673
"DHX15",2738,"spliceosomal complex","GO:0005681","cellular component",125,25,0.04859,0.01277,0.006976,0.9057,0.004496,0.04588,0.05145,0.01194,0.01365,0.006084,0.007999
"DLST",2911,"mitochondrion","GO:0005739","cellular component",110,177,0.04859,0.02292,0.006328,0.9141,0.005119,0.04588,0.05145,0.01986,0.02645,0.005482,0.007305
"DYNC1H1",2961,"microtubule","GO:0005874","cellular component",97,24,0.04859,0.02074,0.004386,0.9516,0.01176,0.04588,0.05145,0.01522,0.02827,0.003398,0.005662
"DYNC1H1",2961,"cytoplasmic dynein complex","GO:0005868","cellular component",97,8,0.04859,0.02074,0.005331,0.9312,0.01133,0.04588,0.05145,0.01522,0.02827,0.004208,0.006754
"DYNC1H1",2961,"centrosome","GO:0005813","cellular component",97,65,0.04859,0.02097,0.008691,0.8885,0.003301,0.04588,0.05145,0.0151,0.02911,0.007889,0.009574
"DYNC1I2",2964,"microtubule","GO:0005874","cellular component",68,24,0.04859,0.01152,0.00256,0.9802,0.002209,0.04588,0.05145,0.01031,0.01288,0.001944,0.003372
"DYNC1I2",2964,"cytoplasmic dynein complex","GO:0005868","cellular component",68,8,0.04859,0.01152,0.005439,0.9277,0.003339,0.04588,0.05145,0.01031,0.01288,0.005052,0.005857
"DYNC1I2",2964,"centrosome","GO:0005813","cellular component",68,65,0.04859,0.01152,0.00628,0.9147,0.005178,0.04588,0.05145,0.01031,0.01288,0.005418,0.007278
"DR1",3017,"Ada2/Gcn5/Ada3 transcription activator complex","GO:0005671","cellular component",19,4,0.04859,0.02012,0.006862,0.9072,0.002369,0.04588,0.05145,0.01897,0.02133,0.006358,0.007407
"EEF2",3214,"aggresome","GO:0016235","cellular component",136,5,0.04859,0.04455,0.00717,0.9035,0.008559,0.04588,0.05145,0.03667,0.05412,0.005519,0.009315
"EIF2S1",3265,"eukaryotic translation initiation factor 2 complex","GO:0005850","cellular component",88,4,0.04859,0.02516,0.005999,0.9188,0.005048,0.04588,0.05145,0.01943,0.03258,0.005193,0.00693
"EIF2S3",3267,"eukaryotic translation initiation factor 2 complex","GO:0005850","cellular component",57,4,0.04859,0.02195,0.004619,0.9471,0.002194,0.04588,0.05145,0.0164,0.02936,0.004427,0.00482
"EIF4G2",3297,"eukaryotic translation initiation factor 4F complex","GO:0016281","cellular component",36,3,0.04859,0.0433,0.004029,0.9575,0.01204,0.04588,0.05145,0.02714,0.06907,0.003027,0.005363
"EP300",3373,"transcription regulator complex","GO:0005667","cellular component",184,22,0.04859,0.02228,0.006735,0.9101,0.0107,0.04588,0.05145,0.01975,0.02515,0.005088,0.008915
"EPRS1",3418,"aminoacyl-tRNA synthetase multienzyme complex","GO:0017101","cellular component",82,5,0.04859,0.03922,0.00596,0.9203,0.00844,0.04588,0.05145,0.03095,0.04971,0.004823,0.007363
"ETS2",3489,"nucleus","GO:0005634","cellular component",157,496,0.04859,0.01542,0.004976,0.938,0.005833,0.04588,0.05145,0.01343,0.01771,0.004439,0.005578
"ETS2",3489,"cytosol","GO:0005829","cellular component",157,393,0.04859,0.01542,0.005662,0.9243,0.006655,0.04588,0.05145,0.01343,0.01771,0.004896,0.006548
"ETS2",3489,"nucleoplasm","GO:0005654","cellular component",157,386,0.04859,0.01542,0.005808,0.923,0.009566,0.04588,0.05145,0.01343,0.01771,0.004666,0.00723
"ETS2",3489,"plasma membrane","GO:0005886","cellular component",157,200,0.04859,0.01542,0.006388,0.9135,0.006103,0.04588,0.05145,0.01343,0.01771,0.005381,0.007584
"EWSR1",3508,"nucleus","GO:0005634","cellular component",159,496,0.04859,0.006141,0.003598,0.97,0.001814,0.04588,0.05145,0.005633,0.006694,0.003321,0.003898
"EWSR1",3508,"nucleoplasm","GO:0005654","cellular component",159,386,0.04859,0.006141,0.004118,0.9606,0.001296,0.04588,0.05145,0.005633,0.006694,0.00399,0.00425
"EWSR1",3508,"nucleolus","GO:0005730","cellular component",159,115,0.04859,0.006141,0.005264,0.9316,0.004218,0.04588,0.05145,0.005633,0.006694,0.004829,0.005738
"FOS",3796,"nucleus","GO:0005634","cellular component",78,496,0.04859,0.01238,0.007124,0.9044,0.001741,0.04588,0.05145,0.01122,0.01367,0.006777,0.007488
"FUS",4010,"nucleus","GO:0005634","cellular component",170,496,0.04859,0.02163,0.00706,0.905,0.005594,0.04588,0.05145,0.01812,0.02581,0.005941,0.008389
"GAS8",4166,"microtubule","GO:0005874","cellular component",25,24,0.04859,0.04066,0.004034,0.959,0.009326,0.04588,0.05145,0.03387,0.04881,0.003226,0.005044
"KAT2A",4201,"Ada2/Gcn5/Ada3 transcription activator complex","GO:0005671","cellular component",54,4,0.04859,0.02241,0.00736,0.9022,0.009881,0.04588,0.05145,0.01955,0.02568,0.005515,0.009823
"GLRX",4330,"extracellular exosome","GO:0070062","cellular component",59,352,0.04859,0.01561,0.004366,0.9541,0.003163,0.04588,0.05145,0.01304,0.01869,0.004099,0.004649
"GNG5",4408,"G-protein beta/gamma-subunit complex","GO:0031680","cellular component",51,3,0.04859,0.01528,0.004443,0.9518,0.003438,0.04588,0.05145,0.01302,0.01794,0.004147,0.004761
"GNG5",4408,"heterotrimeric G-protein complex","GO:0005834","cellular component",51,5,0.04859,0.01653,0.008263,0.8926,0.00192,0.04588,0.05145,0.01552,0.0176,0.007759,0.0088
"NR3C1",7978,"nucleus","GO:0005634","cellular component",165,496,0.04859,0.01926,0.004315,0.9534,0.008402,0.04588,0.05145,0.01677,0.02211,0.003552,0.005241
"NR3C1",7978,"nucleoplasm","GO:0005654","cellular component",165,386,0.04859,0.01926,0.004872,0.9414,0.01204,0.04588,0.05145,0.01677,0.02211,0.003732,0.00636
"NR3C1",7978,"cytosol","GO:0005829","cellular component",165,393,0.04859,0.01926,0.005616,0.9253,0.006028,0.04588,0.05145,0.01677,0.02211,0.004916,0.006415
"NR3C1",7978,"cytoplasm","GO:0005737","cellular component",165,430,0.04859,0.01926,0.005768,0.9215,0.003052,0.04588,0.05145,0.01677,0.02211,0.005353,0.006215
"GTF2H1",4655,"transcription factor TFIIH holo complex","GO:0005675","cellular component",39,3,0.04859,0.0166,0.006377,0.9132,0.004529,0.04588,0.05145,0.0143,0.01926,0.005581,0.007288
"GTF2H1",4655,"transcription factor TFIIH core complex","GO:0000439","cellular component",39,4,0.04859,0.0166,0.00736,0.9018,0.003708,0.04588,0.05145,0.0143,0.01926,0.006577,0.008237
"H3-3A",4764,"nucleosome","GO:0000786","cellular component",78,7,0.04859,0.01566,0.006314,0.9147,0.005697,0.04588,0.05145,0.01532,0.016,0.005388,0.0074
"H3-3A",4764,"chromosome, telomeric region","GO:0000781","cellular component",78,21,0.04859,0.01566,0.007033,0.9051,0.003219,0.04588,0.05145,0.01532,0.016,0.006367,0.007767
"H3-3A",4764,"nuclear chromosome","GO:0000228","cellular component",78,6,0.04859,0.01587,0.008544,0.8901,0.001123,0.04588,0.05145,0.01533,0.01643,0.008253,0.008846
"H3-3B",4765,"nucleosome","GO:0000786","cellular component",80,7,0.04859,0.01563,0.006271,0.9147,0.00449,0.04588,0.05145,0.01532,0.01594,0.00552,0.007124
"H3-3B",4765,"chromosome, telomeric region","GO:0000781","cellular component",80,21,0.04859,0.01563,0.00699,0.9058,0.002101,0.04588,0.05145,0.01532,0.01594,0.006536,0.007474
"H3-3B",4765,"nuclear chromosome","GO:0000228","cellular component",80,6,0.04859,0.01596,0.008594,0.8896,0.001111,0.04588,0.05145,0.01547,0.01647,0.008328,0.008869
"HNRNPL",5045,"nucleoplasm","GO:0005654","cellular component",263,386,0.04859,0.01431,0.003239,0.9719,0.004535,0.04588,0.05145,0.01174,0.01743,0.002338,0.004488
"HNRNPL",5045,"nucleus","GO:0005634","cellular component",263,496,0.04859,0.01431,0.00328,0.9712,0.004767,0.04588,0.05145,0.01174,0.01743,0.002351,0.004577
"HNRNPL",5045,"extracellular exosome","GO:0070062","cellular component",263,352,0.04859,0.01431,0.005298,0.9307,0.004559,0.04588,0.05145,0.01174,0.01743,0.004822,0.005822
"HNRNPL",5045,"membrane","GO:0016020","cellular component",263,326,0.04859,0.01459,0.006472,0.9139,0.01109,0.04588,0.05145,0.01155,0.01842,0.004812,0.008704
"HNRNPU",5048,"ribonucleoprotein complex","GO:1990904","cellular component",289,55,0.04859,0.03948,0.005553,0.9281,0.009547,0.04588,0.05145,0.03671,0.04247,0.004375,0.007049
"HNRNPU",5048,"inactive sex chromosome","GO:0098577","cellular component",289,2,0.04859,0.03948,0.007626,0.8989,0.002256,0.04588,0.05145,0.03671,0.04247,0.00711,0.008178
"HNRNPU",5048,"CRD-mediated mRNA stability complex","GO:0070937","cellular component",289,3,0.04859,0.03948,0.008092,0.8941,0.004659,0.04588,0.05145,0.03671,0.04247,0.00703,0.009316
"HSPA8",5241,"presynaptic cytosol","GO:0099523","cellular component",318,2,0.04859,0.03594,0.007306,0.9022,0.007537,0.04588,0.05145,0.03182,0.04059,0.005806,0.009193
"HSPA8",5241,"postsynaptic cytosol","GO:0099524","cellular component",318,2,0.04859,0.03594,0.007354,0.9016,0.007808,0.04588,0.05145,0.03182,0.04059,0.00581,0.009308
"JCHAIN",5713,"secretory IgA immunoglobulin complex","GO:0071751","cellular component",30,3,0.04859,0.04213,0.006395,0.9125,0.004056,0.04588,0.05145,0.03717,0.04776,0.005645,0.007245
"JCHAIN",5713,"dimeric IgA immunoglobulin complex","GO:0071750","cellular component",30,3,0.04859,0.04213,0.006445,0.9123,0.004473,0.04588,0.05145,0.03717,0.04776,0.005655,0.007344
"JCHAIN",5713,"secretory dimeric IgA immunoglobulin complex","GO:0071752","cellular component",30,3,0.04859,0.04213,0.007462,0.9005,0.005616,0.04588,0.05145,0.03717,0.04776,0.006264,0.00889
"RBPJ",5724,"MAML1-RBP-Jkappa- ICN1 complex","GO:0002193","cellular component",40,2,0.04859,0.01473,0.004985,0.9385,0.007552,0.04588,0.05145,0.01273,0.01704,0.004267,0.005824
"ILF2",6037,"ribonucleoprotein complex","GO:1990904","cellular component",148,55,0.04859,0.03094,0.006693,0.9095,0.004778,0.04588,0.05145,0.02655,0.03606,0.0058,0.007724
"EIF3E",3277,"eukaryotic translation initiation factor 3 complex","GO:0005852","cellular component",113,11,0.04859,0.04925,0.00513,0.9344,0.003601,0.04588,0.05145,0.04096,0.05921,0.004783,0.005503
"ITGA2",6137,"integrin alpha2-beta1 complex","GO:0034666","cellular component",54,2,0.04859,0.01931,0.007689,0.8983,0.007311,0.04588,0.05145,0.01626,0.02293,0.006124,0.009655
"ITGB2",6155,"integrin alphaL-beta2 complex","GO:0034687","cellular component",62,2,0.04859,0.02032,0.005177,0.9333,0.003578,0.04588,0.05145,0.01844,0.02239,0.004816,0.005566
"ITGB2",6155,"extracellular vesicle","GO:1903561","cellular component",62,12,0.04859,0.02222,0.009267,0.8835,0.003265,0.04588,0.05145,0.02004,0.02465,0.008419,0.0102
"JUNB",6205,"transcription factor AP-1 complex","GO:0035976","cellular component",24,4,0.04859,0.01096,0.004844,0.9412,0.004782,0.04588,0.05145,0.01065,0.01128,0.004414,0.005316
"KIF22",6391,"microtubule","GO:0005874","cellular component",26,24,0.04859,0.01958,0.005129,0.9355,0.008005,0.04588,0.05145,0.014,0.02737,0.00432,0.006089
"KIF22",6391,"kinesin complex","GO:0005871","cellular component",26,8,0.04859,0.01958,0.005607,0.9247,0.003931,0.04588,0.05145,0.014,0.02737,0.005111,0.006151
"KRT18",6430,"intermediate filament","GO:0005882","cellular component",49,9,0.04859,0.03279,0.00478,0.9439,0.0135,0.04588,0.05145,0.03112,0.03456,0.003525,0.006481
"KRT18",6430,"keratin filament","GO:0045095","cellular component",49,3,0.04859,0.03279,0.00495,0.9388,0.003081,0.04588,0.05145,0.03112,0.03456,0.004659,0.005259
"RPSA",6502,"extracellular exosome","GO:0070062","cellular component",260,352,0.04859,0.02023,0.00696,0.9065,0.007106,0.04588,0.05145,0.01779,0.02301,0.005622,0.008616
"RPSA",6502,"membrane","GO:0016020","cellular component",260,326,0.04859,0.02023,0.00741,0.9013,0.006713,0.04588,0.05145,0.01779,0.02301,0.006021,0.00912
"SMAD4",6770,"transcription regulator complex","GO:0005667","cellular component",107,22,0.04859,0.02234,0.006499,0.9129,0.008807,0.04588,0.05145,0.02146,0.02325,0.005148,0.008205
"SMAD4",6770,"heteromeric SMAD protein complex","GO:0071144","cellular component",107,4,0.04859,0.02234,0.006684,0.9111,0.01342,0.04588,0.05145,0.02146,0.02325,0.004625,0.00966
"SMAD4",6770,"chromatin","GO:0000785","cellular component",107,40,0.04859,0.02234,0.006632,0.9102,0.005895,0.04588,0.05145,0.02146,0.02325,0.005587,0.007871
"MAGOH",6815,"catalytic step 2 spliceosome","GO:0071013","cellular component",154,30,0.04859,0.01201,0.004874,0.9411,0.007534,0.04588,0.05145,0.01132,0.01275,0.004196,0.005662
"MAGOH",6815,"exon-exon junction complex","GO:0035145","cellular component",154,7,0.04859,0.01203,0.007403,0.901,0.008688,0.04588,0.05145,0.01131,0.01279,0.005691,0.00963
"MKI67",7107,"chromosome","GO:0005694","cellular component",107,17,0.04859,0.01837,0.005306,0.9307,0.003363,0.04588,0.05145,0.01487,0.0227,0.004976,0.005657
"MKI67",7107,"nucleus","GO:0005634","cellular component",107,496,0.04859,0.01837,0.006745,0.909,0.01181,0.04588,0.05145,0.01487,0.0227,0.004766,0.009547
"MKI67",7107,"nucleolus","GO:0005730","cellular component",107,115,0.04859,0.01837,0.00694,0.9062,0.009355,0.04588,0.05145,0.01487,0.0227,0.00521,0.009244
"NCL",7667,"ribonucleoprotein complex","GO:1990904","cellular component",184,55,0.04859,0.04057,0.006481,0.913,0.01151,0.04588,0.05145,0.02957,0.05567,0.004686,0.008963
"NDUFA2",7685,"mitochondrial membrane","GO:0031966","cellular component",39,13,0.04859,0.004821,0.004308,0.9556,0.001596,0.04588,0.05145,0.004622,0.005028,0.004175,0.004445
"NDUFA2",7685,"mitochondrial respiratory chain complex I","GO:0005747","cellular component",39,25,0.04859,0.004821,0.004737,0.9444,0.002368,0.04588,0.05145,0.004622,0.005028,0.004508,0.004977
"NDUFA4",7687,"mitochondrial respiratory chain complex IV","GO:0005751","cellular component",76,8,0.04859,0.01443,0.00474,0.9441,0.003272,0.04588,0.05145,0.01196,0.0174,0.004434,0.005068
