"hgnc_symbol","hgnc_id","go_name","go_id","go_domain","ncon_gene","ncon_go","global_padj","gene_padj","pval","sim","sem_sim","cilow_global_padj","ciupp_global_padj","cilow_gene_padj","ciupp_gene_padj","cilow_pval","ciupp_pval"
"AUP1",891,"ER-associated misfolded protein catabolic process","GO:0071712","biological process",35,6,0.04859,0.03602,0.004806,0.9424,0.006347,0.04588,0.05145,0.02323,0.05584,0.004232,0.005457
"CCND1",1582,"mitotic G1 DNA damage checkpoint signaling","GO:0031571","biological process",71,5,0.04859,0.02397,0.007986,0.8952,0.007113,0.04589,0.05145,0.02029,0.02832,0.006441,0.009903
"CALM1",1442,"autophagosome membrane docking","GO:0016240","biological process",160,4,0.04859,0.04216,0.006946,0.9062,0.006219,0.04588,0.05145,0.03338,0.05326,0.005723,0.008429
"CCNB1",1579,"mitotic spindle organization","GO:0007052","biological process",86,13,0.04859,0.01993,0.005776,0.9224,0.005673,0.04588,0.05145,0.01724,0.02304,0.00498,0.006698
"CCNB1",1579,"mitotic cell cycle phase transition","GO:0044772","biological process",86,8,0.04859,0.01993,0.006843,0.9097,0.01376,0.04588,0.05145,0.01724,0.02304,0.004739,0.009882
"CCNB1",1579,"mitotic metaphase plate congression","GO:0007080","biological process",86,10,0.04859,0.01993,0.007813,0.8979,0.01375,0.04588,0.05145,0.01724,0.02304,0.005285,0.01155
"CHD4",1919,"ATP-dependent chromatin remodeling","GO:0043044","biological process",181,7,0.04859,0.02933,0.007164,0.9038,0.01016,0.04588,0.05145,0.02621,0.03282,0.00529,0.009702
"COPA",2230,"endoplasmic reticulum to Golgi vesicle-mediated transport","GO:0006888","biological process",56,19,0.04859,0.0261,0.007525,0.8999,0.009519,0.04588,0.05145,0.02373,0.0287,0.005661,0.01
"COPA",2230,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","GO:0006890","biological process",56,11,0.04859,0.0261,0.008424,0.8912,0.001599,0.04588,0.05145,0.02373,0.0287,0.00801,0.00886
"COPA",2230,"intra-Golgi vesicle-mediated transport","GO:0006891","biological process",56,7,0.04859,0.0261,0.008426,0.8908,0.003564,0.04588,0.05145,0.02373,0.0287,0.007559,0.009392
"COX4I1",2265,"mitochondrial electron transport, cytochrome c to oxygen","GO:0006123","biological process",62,5,0.04859,0.01127,0.00549,0.9267,0.003627,0.04588,0.05145,0.01081,0.01176,0.00508,0.005933
"COX5B",2269,"mitochondrial electron transport, cytochrome c to oxygen","GO:0006123","biological process",27,5,0.04859,0.01008,0.005423,0.9281,0.003106,0.04588,0.05145,0.00842,0.01206,0.005063,0.005808
"COX6A1",2277,"mitochondrial electron transport, cytochrome c to oxygen","GO:0006123","biological process",21,5,0.04859,0.01281,0.004559,0.9445,0.01353,0.04588,0.05145,0.008958,0.01831,0.003208,0.00648
"CYC1",2579,"mitochondrial electron transport, ubiquinol to cytochrome c","GO:0006122","biological process",42,5,0.04859,0.0134,0.005086,0.9356,0.003932,0.04588,0.05145,0.01065,0.01687,0.004718,0.005482
"GADD45A",4095,"signal transduction in response to DNA damage","GO:0042770","biological process",44,7,0.04859,0.04522,0.007376,0.9034,0.01415,0.04588,0.05145,0.03287,0.06223,0.005015,0.01085
"DHX8",2749,"mRNA splicing, via spliceosome","GO:0000398","biological process",89,41,0.04859,0.01998,0.004171,0.9566,0.009023,0.04588,0.05145,0.01936,0.02063,0.003408,0.005105
"DYNC1H1",2961,"minus-end-directed vesicle transport along microtubule","GO:0072382","biological process",97,3,0.04859,0.02098,0.007817,0.8969,0.007608,0.04588,0.05145,0.0151,0.02914,0.006188,0.009874
"DR1",3017,"histone H3 acetylation","GO:0043966","biological process",19,14,0.04859,0.02012,0.005038,0.9371,0.005955,0.04588,0.05145,0.01897,0.02133,0.004462,0.005687
"DUSP1",3064,"inactivation of MAPK activity","GO:0000188","biological process",53,2,0.04859,0.02506,0.005492,0.9267,0.004052,0.04588,0.05145,0.02133,0.02945,0.005046,0.005977
"DYRK1A",3091,"peptidyl-tyrosine autophosphorylation","GO:0038083","biological process",31,3,0.04859,0.03755,0.007168,0.9038,0.005052,0.04588,0.05145,0.03088,0.04566,0.006132,0.008378
"EEF2",3214,"translational elongation","GO:0006414","biological process",136,12,0.04859,0.04455,0.009005,0.8858,0.002831,0.04588,0.05145,0.03667,0.05412,0.008282,0.00979
"EIF4B",3285,"formation of translation preinitiation complex","GO:0001731","biological process",83,7,0.04859,0.01927,0.005587,0.9267,0.01058,0.04588,0.05145,0.01613,0.02301,0.004442,0.007027
"EP300",3373,"regulation of transcription, DNA-templated","GO:0006355","biological process",184,49,0.04859,0.02228,0.003689,0.9656,0.005338,0.04588,0.05145,0.01975,0.02515,0.002878,0.004728
"EP300",3373,"negative regulation of transcription by RNA polymerase II","GO:0000122","biological process",184,76,0.04859,0.02228,0.004707,0.945,0.006028,0.04588,0.05145,0.01975,0.02515,0.004187,0.005293
"EP300",3373,"positive regulation of transcription by RNA polymerase II","GO:0045944","biological process",184,116,0.04859,0.02228,0.005404,0.93,0.009714,0.04588,0.05145,0.01975,0.02515,0.00436,0.006699
"EP300",3373,"positive regulation of gene expression, epigenetic","GO:0045815","biological process",184,7,0.04859,0.02228,0.006878,0.909,0.01263,0.04588,0.05145,0.01975,0.02515,0.004913,0.009631
"EP300",3373,"internal protein amino acid acetylation","GO:0006475","biological process",184,3,0.04859,0.02228,0.007775,0.8974,0.003924,0.04588,0.05145,0.01975,0.02515,0.006886,0.008779
"EPRS1",3418,"prolyl-tRNA aminoacylation","GO:0006433","biological process",82,3,0.04859,0.03922,0.008503,0.8902,0.003671,0.04588,0.05145,0.03095,0.04971,0.007589,0.009527
"ERBB3",3431,"phosphatidylinositol 3-kinase signaling","GO:0014065","biological process",92,6,0.04859,0.03528,0.005973,0.922,0.01285,0.04588,0.05145,0.02421,0.05143,0.004221,0.008451
"ETFA",3481,"fatty acid beta-oxidation using acyl-CoA dehydrogenase","GO:0033539","biological process",37,3,0.04859,0.01691,0.004651,0.9465,0.003507,0.04588,0.05145,0.0137,0.02086,0.004326,0.005001
"ACSL1",3569,"long-chain fatty-acyl-CoA biosynthetic process","GO:0035338","biological process",58,3,0.04859,0.01967,0.007663,0.8984,0.005085,0.04588,0.05145,0.01588,0.02437,0.006544,0.008972
"FOS",3796,"positive regulation of transcription by RNA polymerase II","GO:0045944","biological process",78,116,0.04859,0.01153,0.003136,0.9699,0.008549,0.04588,0.05145,0.01151,0.01155,0.002121,0.004637
"FOS",3796,"regulation of transcription by RNA polymerase II","GO:0006357","biological process",78,88,0.04859,0.01153,0.004054,0.9613,0.003351,0.04588,0.05145,0.01151,0.01155,0.003726,0.004411
"FOS",3796,"positive regulation of transcription, DNA-templated","GO:0045893","biological process",78,63,0.04859,0.01153,0.005006,0.9376,0.004613,0.04588,0.05145,0.01151,0.01155,0.004573,0.00548
"FYB1",4036,"integrin-mediated signaling pathway","GO:0007229","biological process",10,8,0.04859,0.0311,0.006287,0.9165,0.01268,0.04588,0.05145,0.02193,0.04411,0.004457,0.008868
"GAK",4113,"clathrin coat disassembly","GO:0072318","biological process",60,3,0.04859,0.02691,0.006179,0.9165,0.007922,0.04588,0.05145,0.02291,0.03161,0.004983,0.007663
"GAK",4113,"clathrin-coated pit assembly","GO:1905224","biological process",60,2,0.04859,0.02826,0.006974,0.9071,0.01026,0.04588,0.05145,0.0225,0.03549,0.005237,0.009288
"GCDH",4189,"fatty acid beta-oxidation using acyl-CoA dehydrogenase","GO:0033539","biological process",21,3,0.04859,0.01071,0.004086,0.9603,0.003968,0.04588,0.05145,0.007033,0.0163,0.003733,0.004472
"KAT2A",4201,"histone H3 acetylation","GO:0043966","biological process",54,14,0.04859,0.02241,0.00571,0.9247,0.008975,0.04588,0.05145,0.01955,0.02568,0.00455,0.007165
"KAT2A",4201,"histone acetylation","GO:0016573","biological process",54,11,0.04859,0.02241,0.007042,0.9058,0.01184,0.04588,0.05145,0.01955,0.02568,0.004987,0.009943
"GPX1",4553,"heart contraction","GO:0060047","biological process",47,3,0.04859,0.02785,0.005973,0.9224,0.01439,0.04588,0.05145,0.02444,0.03173,0.004073,0.008761
"GPX1",4553,"negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","GO:0043154","biological process",47,11,0.04859,0.02785,0.006288,0.9143,0.003693,0.04588,0.05145,0.02444,0.03173,0.005639,0.007012
"NR3C1",7978,"negative regulation of transcription, DNA-templated","GO:0045892","biological process",165,62,0.04859,0.01926,0.00731,0.9022,0.008409,0.04588,0.05145,0.01677,0.02211,0.005658,0.009443
"GSPT1",4621,"cytoplasmic translational termination","GO:0002184","biological process",78,2,0.04859,0.02497,0.007375,0.9031,0.01323,0.04588,0.05145,0.02074,0.03007,0.005114,0.01064
"GTF2H1",4655,"transcription by RNA polymerase I","GO:0006360","biological process",39,4,0.04859,0.0166,0.006858,0.9075,0.007367,0.04588,0.05145,0.0143,0.01926,0.00555,0.008475
"BRF1",11551,"transcription by RNA polymerase III","GO:0006383","biological process",17,8,0.04859,0.01737,0.005306,0.9323,0.009888,0.04588,0.05145,0.01199,0.02518,0.004244,0.006633
"GTF3C2",4665,"transcription by RNA polymerase III","GO:0006383","biological process",19,8,0.04859,0.01637,0.00763,0.8989,0.007909,0.04588,0.05145,0.01307,0.02049,0.005979,0.009737
"H3-3A",4764,"DNA replication-independent nucleosome assembly","GO:0006336","biological process",78,8,0.04859,0.01566,0.006211,0.9155,0.005315,0.04588,0.05145,0.01532,0.016,0.005322,0.00725
"H3-3B",4765,"DNA replication-independent nucleosome assembly","GO:0006336","biological process",80,8,0.04859,0.01563,0.006238,0.915,0.004777,0.04588,0.05145,0.01532,0.01594,0.00542,0.00718
"HIF1A",4910,"response to hypoxia","GO:0001666","biological process",181,16,0.04859,0.0252,0.00607,0.9195,0.01113,0.04588,0.05145,0.02072,0.03067,0.004458,0.008265
"HIF1A",4910,"regulation of transcription by RNA polymerase II","GO:0006357","biological process",181,88,0.04859,0.0252,0.007663,0.8983,0.001506,0.04588,0.05145,0.02072,0.03067,0.007343,0.007998
"HIF1A",4910,"positive regulation of transcription, DNA-templated","GO:0045893","biological process",181,63,0.04859,0.02533,0.008335,0.8919,0.003329,0.04588,0.05145,0.02062,0.03111,0.007518,0.00924
"HIF1A",4910,"cellular response to hypoxia","GO:0071456","biological process",181,10,0.04859,0.02537,0.008609,0.8893,0.006442,0.04588,0.05145,0.02059,0.03128,0.007099,0.01044
"HIF1A",4910,"positive regulation of transcription by RNA polymerase II","GO:0045944","biological process",181,116,0.04859,0.02549,0.007092,0.9043,0.007807,0.04588,0.05145,0.02123,0.0306,0.005593,0.008993
"UBE2K",4914,"protein K48-linked ubiquitination","GO:0070936","biological process",59,8,0.04859,0.01662,0.003678,0.9692,0.0007315,0.04588,0.05145,0.01435,0.01926,0.003578,0.003781
"UBE2K",4914,"protein polyubiquitination","GO:0000209","biological process",59,28,0.04859,0.01662,0.005334,0.9323,0.01278,0.04588,0.05145,0.01435,0.01926,0.003997,0.007117
"HIVEP2",4921,"regulation of transcription by RNA polymerase II","GO:0006357","biological process",11,88,0.04859,0.01295,0.007769,0.8972,0.006843,0.04588,0.05145,0.0105,0.01597,0.006301,0.009579
"HNRNPA1",5031,"regulation of alternative mRNA splicing, via spliceosome","GO:0000381","biological process",256,14,0.04859,0.03138,0.004888,0.9404,0.003864,0.04588,0.05145,0.02895,0.03401,0.004527,0.005278
"HNRNPU",5048,"CRD-mediated mRNA stabilization","GO:0070934","biological process",289,3,0.04859,0.03948,0.005728,0.9224,0.003366,0.04588,0.05145,0.03671,0.04247,0.005287,0.006207
"HNRNPU",5048,"regulation of alternative mRNA splicing, via spliceosome","GO:0000381","biological process",289,14,0.04859,0.03948,0.006046,0.9183,0.005736,0.04588,0.05145,0.03671,0.04247,0.005183,0.007053
"HSPA8",5241,"protein refolding","GO:0042026","biological process",318,4,0.04859,0.03594,0.005703,0.9268,0.01357,0.04588,0.05145,0.03182,0.04059,0.004013,0.008105
"ID3",5362,"circadian regulation of gene expression","GO:0032922","biological process",16,10,0.04859,0.03095,0.006507,0.9153,0.01886,0.04588,0.05145,0.02189,0.04375,0.004019,0.01053
"IDH2",5383,"NADP metabolic process","GO:0006739","biological process",39,7,0.04859,0.02091,0.007131,0.9041,0.006127,0.04588,0.05145,0.01044,0.04191,0.005892,0.008631
"RBPJ",5724,"positive regulation of transcription of Notch receptor target","GO:0007221","biological process",40,2,0.04859,0.01473,0.004007,0.963,0.001378,0.04588,0.05145,0.01273,0.01704,0.003825,0.004199
"RBPJ",5724,"negative regulation of transcription by RNA polymerase II","GO:0000122","biological process",40,76,0.04859,0.01473,0.006973,0.9064,0.01008,0.04588,0.05145,0.01273,0.01704,0.00518,0.009386
"RBPJ",5724,"positive regulation of transcription from RNA polymerase II promoter in response to hypoxia","GO:0061419","biological process",40,5,0.04859,0.01475,0.007367,0.9018,0.003135,0.04588,0.05145,0.01277,0.01705,0.006699,0.008103
"RBPJ",5724,"positive regulation of transcription by RNA polymerase II","GO:0045944","biological process",40,116,0.04859,0.01542,0.008243,0.8928,0.006282,0.04588,0.05145,0.01379,0.01723,0.006829,0.009951
"IKBKB",5960,"I-kappaB kinase/NF-kappaB signaling","GO:0007249","biological process",88,5,0.04859,0.02697,0.00459,0.9482,0.004012,0.04588,0.05145,0.02433,0.02989,0.004232,0.004979
"IKBKB",5960,"positive regulation of NF-kappaB transcription factor activity","GO:0051092","biological process",88,18,0.04859,0.02697,0.005056,0.9363,0.003748,0.04588,0.05145,0.02433,0.02989,0.004713,0.005424
"IL2RG",6010,"interleukin-15-mediated signaling pathway","GO:0035723","biological process",29,2,0.04859,0.02678,0.005084,0.9362,0.007769,0.04588,0.05145,0.01563,0.04586,0.00432,0.005982
"IRF1",6116,"negative regulation of transcription, DNA-templated","GO:0045892","biological process",84,62,0.04859,0.01689,0.008198,0.8933,0.0044,0.04588,0.05145,0.01606,0.01776,0.007188,0.009349
"IRF3",6118,"positive regulation of type I interferon production","GO:0032481","biological process",42,5,0.04859,0.03261,0.005083,0.9357,0.006019,0.04588,0.05145,0.02494,0.04264,0.004506,0.005733
"ITGB2",6155,"integrin-mediated signaling pathway","GO:0007229","biological process",62,8,0.04859,0.02032,0.004695,0.944,0.01237,0.04588,0.05145,0.01844,0.02239,0.003532,0.006241
"ITGB2",6155,"neutrophil chemotaxis","GO:0030593","biological process",62,10,0.04859,0.02032,0.005202,0.9344,0.009635,0.04588,0.05145,0.01844,0.02239,0.004211,0.006425
"ITGB2",6155,"neutrophil migration","GO:1990266","biological process",62,5,0.04859,0.02032,0.006315,0.9156,0.008531,0.04588,0.05145,0.01844,0.02239,0.005071,0.007866
"ITGB2",6155,"cell adhesion mediated by integrin","GO:0033627","biological process",62,5,0.04859,0.02032,0.006436,0.9126,0.007346,0.04588,0.05145,0.01844,0.02239,0.005206,0.007956
"ITGB2",6155,"endodermal cell differentiation","GO:0035987","biological process",62,3,0.04859,0.02058,0.00652,0.9127,0.01302,0.04588,0.05145,0.01836,0.02306,0.004482,0.009484
"JUNB",6205,"regulation of transcription by RNA polymerase II","GO:0006357","biological process",24,88,0.04859,0.01096,0.00515,0.9344,0.004101,0.04588,0.05145,0.01065,0.01128,0.00475,0.005585
"JUNB",6205,"positive regulation of transcription by RNA polymerase II","GO:0045944","biological process",24,116,0.04859,0.01138,0.006938,0.9063,0.002481,0.04588,0.05145,0.01089,0.01188,0.006421,0.007496
"KCNN4",6293,"stabilization of membrane potential","GO:0030322","biological process",30,2,0.04859,0.02412,0.004768,0.9433,0.008214,0.04588,0.05145,0.0211,0.02757,0.004043,0.005623
"KIF22",6391,"mitotic metaphase plate congression","GO:0007080","biological process",26,10,0.04859,0.02061,0.008448,0.8907,0.005337,0.04588,0.05145,0.01378,0.0308,0.00721,0.009898
"RPSA",6502,"cytoplasmic translation","GO:0002181","biological process",260,23,0.04859,0.02023,0.005209,0.9343,0.008548,0.04588,0.05145,0.01779,0.02301,0.004312,0.006294
"LGALS8",6569,"lymphatic endothelial cell migration","GO:1904977","biological process",32,2,0.04859,0.02252,0.006022,0.9179,0.003932,0.04588,0.05145,0.01725,0.02941,0.005438,0.006668
"SMAD1",6767,"positive regulation of transcription by RNA polymerase II","GO:0045944","biological process",93,116,0.04859,0.01716,0.00498,0.9382,0.002584,0.04588,0.05145,0.01497,0.01967,0.004733,0.005239
"SMAD1",6767,"regulation of transcription by RNA polymerase II","GO:0006357","biological process",93,88,0.04859,0.01716,0.005405,0.9281,0.001982,0.04588,0.05145,0.01497,0.01967,0.005185,0.005635
"SMAD1",6767,"SMAD protein signal transduction","GO:0060395","biological process",93,6,0.04859,0.01716,0.006995,0.9058,0.008334,0.04588,0.05145,0.01497,0.01967,0.005445,0.008985
"SMAD4",6770,"regulation of transcription by RNA polymerase II","GO:0006357","biological process",107,88,0.04859,0.02234,0.004935,0.9391,0.003008,0.04588,0.05145,0.02146,0.02325,0.004652,0.005237
"SMAD4",6770,"positive regulation of transcription by RNA polymerase II","GO:0045944","biological process",107,116,0.04859,0.02234,0.005262,0.9312,0.001745,0.04588,0.05145,0.02146,0.02325,0.005094,0.005437
"SMAD4",6770,"SMAD protein signal transduction","GO:0060395","biological process",107,6,0.04859,0.02245,0.007541,0.9012,0.01383,0.04588,0.05145,0.02157,0.02337,0.005141,0.01106
"SMAD4",6770,"positive regulation of transforming growth factor beta receptor signaling pathway","GO:0030511","biological process",107,8,0.04859,0.02245,0.007662,0.8983,0.008272,0.04588,0.05145,0.02157,0.02337,0.00595,0.009866
"MAGOH",6815,"RNA splicing","GO:0008380","biological process",154,12,0.04859,0.01201,0.006178,0.9159,0.003991,0.04588,0.05145,0.01132,0.01275,0.005493,0.006949
"MAGOH",6815,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","GO:0000184","biological process",154,11,0.04859,0.01201,0.006873,0.9068,0.004157,0.04588,0.05145,0.01132,0.01275,0.006062,0.007793
"MAGOH",6815,"regulation of alternative mRNA splicing, via spliceosome","GO:0000381","biological process",154,14,0.04859,0.01203,0.008024,0.8948,0.002358,0.04588,0.05145,0.01131,0.01279,0.007448,0.008645
"MCL1",6943,"negative regulation of anoikis","GO:2000811","biological process",34,5,0.04859,0.04045,0.003467,0.9722,0.001312,0.04588,0.05145,0.03009,0.05439,0.003232,0.003718
"MTHFD1",7432,"tetrahydrofolate interconversion","GO:0035999","biological process",111,5,0.04859,0.0294,0.007871,0.8964,0.002134,0.04588,0.05145,0.02402,0.03598,0.007372,0.008404
"NASP",7644,"CENP-A containing nucleosome assembly","GO:0034080","biological process",26,5,0.04859,0.01273,0.006002,0.9198,0.007908,0.04588,0.05145,0.008778,0.01846,0.004956,0.007269
"NASP",7644,"DNA replication-dependent nucleosome assembly","GO:0006335","biological process",26,4,0.04859,0.01273,0.005963,0.9187,0.003661,0.04588,0.05145,0.008778,0.01846,0.005418,0.006562
"NASP",7644,"DNA replication-independent nucleosome assembly","GO:0006336","biological process",26,8,0.04859,0.01273,0.006067,0.9185,0.007475,0.04588,0.05145,0.008778,0.01846,0.005038,0.007308
"NCF4",7662,"superoxide metabolic process","GO:0006801","biological process",20,7,0.04859,0.04297,0.007608,0.8991,0.004842,0.04588,0.05145,0.02771,0.06662,0.006544,0.008844
"NDUFA2",7685,"mitochondrial respiratory chain complex I assembly","GO:0032981","biological process",39,23,0.04859,0.004821,0.004388,0.9531,0.00531,0.04588,0.05145,0.004622,0.005028,0.003928,0.004902
"NDUFA6",7690,"mitochondrial respiratory chain complex I assembly","GO:0032981","biological process",34,23,0.04859,0.005973,0.002545,0.9797,0.003115,0.04588,0.05145,0.005648,0.006318,0.001821,0.003555
"NDUFA8",7692,"mitochondrial respiratory chain complex I assembly","GO:0032981","biological process",43,23,0.04859,0.01357,0.004553,0.9492,0.003392,0.04588,0.05145,0.01272,0.01446,0.004246,0.004882
"NDUFA9",7693,"mitochondrial respiratory chain complex I assembly","GO:0032981","biological process",58,23,0.04859,0.01925,0.005171,0.9337,0.006411,0.04588,0.05145,0.01582,0.02343,0.004553,0.005872
"NDUFA10",7684,"mitochondrial respiratory chain complex I assembly","GO:0032981","biological process",42,23,0.04859,0.009959,0.004929,0.9392,0.003715,0.04588,0.05145,0.008905,0.01114,0.004577,0.005308
"NDUFA10",7684,"mitochondrial electron transport, NADH to ubiquinone","GO:0006120","biological process",42,6,0.04859,0.009959,0.005523,0.9262,0.003995,0.04588,0.05145,0.008905,0.01114,0.005027,0.006068
"NDUFB1",7695,"mitochondrial respiratory chain complex I assembly","GO:0032981","biological process",31,23,0.04859,0.01084,0.005312,0.9313,0.005895,0.04588,0.05145,0.009659,0.01217,0.004674,0.006037
"NDUFB2",7697,"mitochondrial respiratory chain complex I assembly","GO:0032981","biological process",28,23,0.04859,0.002012,0.001597,0.9851,0.003181,0.04588,0.05145,0.001302,0.00311,0.0006605,0.003861
"NDUFB3",7698,"mitochondrial respiratory chain complex I assembly","GO:0032981","biological process",29,23,0.04859,0.00323,0.002399,0.9805,0.003297,0.04588,0.05145,0.0024,0.004345,0.001567,0.003672
"NDUFB6",7701,"mitochondrial respiratory chain complex I assembly","GO:0032981","biological process",34,23,0.04859,0.01727,0.004592,0.9478,0.005738,0.04588,0.05145,0.01602,0.01862,0.004095,0.00515
"NDUFB7",7702,"mitochondrial respiratory chain complex I assembly","GO:0032981","biological process",41,23,0.04859,0.006924,0.004458,0.9494,0.008497,0.04588,0.05145,0.005848,0.008197,0.003643,0.005454
"NDUFB9",7704,"mitochondrial respiratory chain complex I assembly","GO:0032981","biological process",40,23,0.04859,0.009031,0.004384,0.953,0.004937,0.04588,0.05145,0.008074,0.0101,0.003927,0.004895
"NDUFB10",7696,"mitochondrial respiratory chain complex I assembly","GO:0032981","biological process",38,23,0.04859,0.008086,0.004598,0.9479,0.003829,0.04588,0.05145,0.006667,0.009807,0.004259,0.004963
"NDUFS3",7710,"mitochondrial respiratory chain complex I assembly","GO:0032981","biological process",80,23,0.04859,0.01515,0.005816,0.9213,0.004671,0.04588,0.05145,0.01159,0.01982,0.005183,0.006527
"NDUFS3",7710,"mitochondrial electron transport, NADH to ubiquinone","GO:0006120","biological process",80,6,0.04859,0.01515,0.007402,0.9016,0.008536,0.04588,0.05145,0.01159,0.01982,0.005735,0.009554
"NDUFS4",7711,"mitochondrial respiratory chain complex I assembly","GO:0032981","biological process",58,23,0.04859,0.0203,0.005254,0.9355,0.01459,0.04588,0.05145,0.01489,0.02768,0.003697,0.007467
"NDUFS6",7713,"mitochondrial electron transport, NADH to ubiquinone","GO:0006120","biological process",35,6,0.04859,0.004716,0.004689,0.9456,0.01141,0.04588,0.05145,0.00374,0.005946,0.003691,0.005956
"RPL10A",10299,"maturation of LSU-rRNA","GO:0000470","biological process",117,9,0.04859,0.01535,0.004583,0.9481,0.001049,0.04588,0.05145,0.01319,0.01786,0.004484,0.004685
